294.9130292090581, 2601679628967936
302.7665554461583, 186377382746388480
311.39875287167706, 421700541643452400
318.46406301279944, 707994698050951200
325.5293731539219, 969003442196289500
332.59468329504426, 1255297598603786200
339.6599934361667, 1550020225765335000
346.2600098457501, 1814322746466708500
353.63869744375177, 2122614426808031200
360.70400758487415, 2403402749686438000
366.7468639463225, 2718012904419904500
372.79883674288016, 2980705471444073500
380.0101283594063, 3289682678448208000
387.93961273383655, 3589945962860916700
398.5375779455201, 3823425252440450000
410.31309484739086, 4020195052701477000
422.08861174926153, 4080423626746857500
433.8641286511322, 4110309706077653000
445.63964555300294, 4023882889002528000
457.4151624548736, 3891942329855521000
469.1906793567443, 3739773440898788400
480.966196258615, 3567376222132331500
492.7417131604857, 3339351096389130000
504.51723006235636, 3086040558383771600
516.292746964227, 2837787102830845000
526.8907121759107, 2630035948435748000
536.3111256974073, 2389459399638227000
545.7315392189038, 2161525556971784200
556.3295044305875, 1895617954373727200
568.1050213324581, 1682764075987820500
579.8805382343288, 1485081444959205400
591.6560551361995, 1383483380526788600
603.4315720380702, 1332456140618682400
615.2070889399408, 1175230169209518000
626.9826058418115, 1038232527610079200
638.7581227436823, 870892391296053200
647.3174889691137, 722541527128672300
656.0225175947202, 553422038508392450
665.6043922984356, 411370356731056100
676.5980563760345, 313790538101471200
687.4302592714145, 211776448333000700
697.4578820697956, 155352623003322370
706.8592057761734, 87697102273961980
716.2605294825513, 33499807212132350
726.2886081026877, -7263555008286720
736.9434416365825, -21134758719766530
745.7180104292019, -21474858285371390
